10.6491,8.3601,8.8055,10.1141,8.2562,9.1987,9.0482,10.0902,9.7387,10.3011,10.2531,13.1082,10.3690,11.7497,15.4985,15.1194,13.8159,13.4392,13.3870,14.0190,8.8146,9.2740,12.0508,8.1103,11.5858,10.0206,8.4081,8.5322,5.3568,7.9929,5.5132,7.1917,5.6344,8.8725,6.9419,8.7053,6.1816,8.3240,7.0293,8.5625,7.5280,8.2922,8.8159,9.4000,8.3724,9.5215,8.3879,8.7962,9.2943,7.6097,6.6588,6.2294,5.6723,6.4582,6.2311,6.6641,7.5469,6.2116,7.8161,7.6115,4.9068,7.0083,6.4994,8.0751,7.1205
-6.9952,-7.5692,-6.9531,-7.5762,-7.4421,-7.3877,-7.1651,-8.8801,-8.1341,-7.5395,-6.7563,-9.2117,-6.2976,-5.1304,-5.3527,-7.5957,-7.4197,-6.0718,-4.8221,-3.9127,-2.4704,-6.1081,-9.9847,-6.8993,-9.6404,-9.1019,-9.8886,-11.0491,-10.7790,-10.2325,-10.1985,-9.2295,-9.3481,-9.8421,-9.5983,-10.6754,-9.5028,-8.4482,-8.8025,-9.5579,-10.2831,-10.2714,-9.3168,-8.8458,-9.6830,-9.2610,-8.8044,-8.8546,-8.9027,-8.6498,-9.9466,-9.1841,-8.6174,-8.6316,-8.7887,-8.5759,-8.3805,-8.3514,-7.1827,-7.4682,-7.8887,-7.8490,-8.1426,-8.8056,-9.0481
-9.3176,-8.1121,-6.7709,-7.5359,-6.5487,-7.1648,-6.4439,-6.8070,-6.8427,-6.5498,-7.2170,-8.6202,-6.4424,-6.3942,-8.5245,-8.2246,-8.7975,-6.8311,-5.7421,-4.8013,-4.6019,-7.3290,-8.9555,-6.8552,-7.2738,-8.3600,-8.2054,-8.1194,-7.6364,-7.2656,-7.3939,-6.3610,-6.7342,-6.4814,-6.9790,-7.9087,-7.2298,-6.2049,-6.7356,-7.3926,-9.0027,-8.3276,-7.3415,-8.1858,-9.2001,-8.6703,-7.8730,-8.0114,-8.9163,-7.8475,-8.7590,-8.3259,-7.0820,-6.9963,-6.5732,-7.0139,-6.8075,-7.3370,-6.5700,-6.4095,-6.0863,-6.3897,-7.3228,-7.0417,-7.4661
0.9151,0.1358,0.5666,1.5422,0.1325,-0.5622,-0.4152,-0.4623,-0.9140,-0.4867,-1.1381,-1.0287,-0.1420,-0.1578,-0.3087,-0.8606,-1.0398,0.4225,0.9534,1.5336,-0.9499,-1.6761,0.2328,-1.0178,-0.7802,0.2581,1.2127,0.6810,0.3575,0.8072,0.4627,0.6822,0.4315,0.4074,0.5001,-0.0092,0.0236,0.9743,0.7042,0.4290,0.4611,0.3294,0.5715,0.4884,-0.6745,-0.5743,-0.2060,0.1145,0.1046,-0.7683,-0.3381,-0.1757,-0.2137,0.6032,0.8363,0.4994,0.9712,1.1181,1.5390,1.1521,0.3399,1.0305,0.4752,-0.1440,-0.0203
-0.0601,-0.7396,-0.5070,-0.0780,-0.6221,-1.4171,-0.9762,-0.9738,-1.0954,-0.8934,-0.2046,-0.6588,-0.0933,-0.7032,1.2982,1.2587,2.4483,2.6795,3.5987,2.5701,1.8760,1.4550,1.7996,0.5490,-0.6415,-0.3903,1.9276,2.4832,1.6931,2.0768,1.5453,1.2557,1.4719,2.0681,1.7987,2.9570,1.0249,1.6884,1.7124,1.7926,2.5467,1.7550,1.3424,1.4641,0.7986,0.9165,1.2937,1.8245,2.6292,0.0131,0.2477,0.3296,0.3598,2.9179,2.6390,2.4817,1.8441,1.6432,0.4042,1.7494,0.8210,0.3364,-0.0076,1.5828,1.3177
-3.6513,-2.6342,-2.1592,-3.2686,-3.1605,-3.3258,-2.7418,-3.5497,-3.4337,-2.4281,-2.0337,-2.3776,-1.9400,-2.8072,-1.0208,-0.7686,-1.4571,-0.4514,0.7319,-0.7830,1.6930,1.7205,-1.2747,-0.7510,-0.8855,-1.7009,-1.4785,-1.6556,-1.4853,-2.0884,-2.1362,-2.7326,-2.2425,-3.3616,-2.4297,-3.3601,-2.6604,-2.5719,-1.5708,-2.8884,-1.8956,-1.4542,-3.2060,-2.6960,-2.6868,-3.4089,-2.4552,-2.1964,-2.6531,-2.6505,-2.5810,-2.2886,-2.2523,-3.5366,-2.2975,-3.1972,-2.1052,-0.8606,-1.9712,-1.2532,-2.1180,-2.2303,-3.1426,-3.8910,-3.0706
0.3914,0.0831,-0.4038,-0.7538,-1.6897,-1.2631,-0.6881,-0.0757,0.9805,0.8504,-0.4340,0.1695,-0.1804,0.0096,1.4062,1.5507,1.0642,-0.7523,-0.4769,-1.3274,0.5365,2.5730,0.4234,-0.8154,-0.5367,-0.4586,0.1538,0.3315,0.5918,-0.3725,-0.6271,-1.0561,-0.9521,-0.3939,0.0156,0.7498,-0.4850,-0.3439,-0.1033,-0.3011,1.5778,0.5520,-0.3834,0.6104,0.6882,-0.1291,0.2412,0.1368,0.2411,-0.7917,-0.1959,0.6566,0.9561,1.1073,1.1874,2.3086,1.1679,1.5534,0.5847,0.9207,0.5450,0.2093,0.0930,0.4205,0.0304
0.9514,1.3748,0.7462,1.4045,1.4835,0.4726,1.0275,1.6361,2.2071,2.9287,1.7464,2.2308,1.9359,1.2249,1.8341,-0.0253,-1.0010,-0.2434,-1.1390,-0.8450,0.0837,3.0048,3.2530,0.9751,0.4367,1.5828,3.3820,4.4464,4.7185,3.1465,3.3240,3.2504,3.4498,3.6742,4.2599,5.1369,4.0481,4.0444,3.6122,2.8963,3.7228,3.1648,2.3282,2.3228,2.5368,2.0719,2.8858,3.0782,3.5620,1.9104,2.3816,2.8967,2.8321,5.3261,4.5365,4.2014,3.9578,4.7454,5.0120,5.5416,5.4015,4.2313,3.9788,3.7299,2.8805
1.1025,3.0075,1.9355,0.8840,2.0100,2.2897,2.9038,3.6344,2.8619,2.8043,2.4235,2.1476,2.1342,0.7953,-0.3785,-0.9397,-0.5298,0.3062,-0.4370,-0.0054,-0.0034,0.9107,3.3157,3.1997,2.2143,2.0516,3.4626,3.8751,4.9618,3.2523,4.1769,4.0675,4.4447,3.9732,4.0943,3.8566,4.3029,4.5248,4.2652,3.6253,2.3677,2.3949,2.5602,1.0774,1.5468,1.7666,2.7540,2.2440,1.6267,1.7100,1.6657,2.1551,2.1105,2.5938,4.2320,3.3787,3.8097,5.2135,5.1780,5.7203,5.6948,4.7812,4.6206,4.2867,3.5962
4.1159,4.2491,3.6599,3.9568,3.1358,3.4684,4.1149,5.3056,4.3517,4.7395,5.0593,3.3966,1.7240,1.6719,0.0344,1.7515,2.1116,0.7181,1.1945,0.8223,-0.2119,-1.4382,2.6610,3.9115,4.7345,3.9629,3.3236,2.7423,2.9221,2.4175,2.5267,2.2540,2.5049,2.0755,1.9637,1.7560,2.0149,2.2625,2.0491,1.6687,2.4403,1.2447,1.0521,0.9967,0.8881,0.3094,1.0813,1.2597,1.2631,1.9963,2.6779,3.2849,3.0256,2.5556,2.4730,0.6303,2.3135,2.7060,2.5686,2.5024,1.5674,1.5186,1.5164,1.0774,1.2643
2.6985,2.9233,2.5663,3.1436,2.2095,1.4848,2.6615,3.0940,3.2358,2.8572,2.4057,2.6515,0.5486,0.9459,0.2502,1.4693,-0.8187,-0.5344,0.0849,-0.0814,-0.5225,-1.5393,-0.1487,1.9489,1.9696,1.7556,-0.1074,-1.0431,-1.8568,-1.3168,-2.1684,-2.4039,-2.4934,-1.7948,-2.5514,-1.3646,-2.8441,-2.3051,-2.2381,-1.5728,0.0570,-0.9378,-1.7184,-0.5304,-0.7434,-1.1290,-1.1778,-0.4669,0.4358,-0.3913,-0.4386,0.1297,-0.4261,0.6535,-0.7622,-0.2441,-1.3343,-3.1490,-4.0788,-4.4098,-4.7745,-3.9257,-3.3892,-1.2886,-0.6691
-0.1740,0.5290,0.3920,0.3820,0.4042,-1.4754,-2.2112,-2.4779,-2.8206,-3.5077,-5.0942,-3.1457,-1.9961,-3.1102,-0.8848,-1.1067,-2.2300,-1.2679,-1.2678,-1.3670,-0.6468,-0.1297,-2.5779,-0.8726,-1.5325,-4.0898,-4.6027,-5.4353,-4.8108,-5.2008,-5.5257,-5.3558,-5.1861,-6.1924,-6.1846,-7.1332,-6.0327,-5.9828,-4.8867,-5.4378,-5.5461,-5.0480,-5.5285,-5.0539,-5.3167,-5.4650,-4.8996,-5.0654,-5.1894,-4.6902,-5.4837,-5.2151,-5.4184,-6.5355,-6.3128,-6.4411,-5.5084,-5.8732,-5.4101,-5.2623,-5.6290,-6.2308,-6.1850,-6.9731,-6.3827
0.3595,-0.3580,-0.9111,-0.0506,-1.6738,-1.6101,-2.8884,-2.5193,-2.2981,-3.7469,-4.2980,-2.6068,-1.7556,-2.4599,-0.2066,-0.8586,-0.2238,-0.9627,-0.9603,-0.9075,-0.4432,0.6346,-0.9493,-1.8610,-1.0802,-3.4794,-2.4204,-1.6627,-1.4851,-2.2079,-2.3266,-1.3276,-1.3815,-0.7116,-1.4087,-0.5397,-1.3225,-1.0134,-1.2540,-1.0537,-3.0704,-1.3646,-1.2648,-1.8344,-1.6362,-0.7290,-0.8828,-1.0738,-1.3822,-2.5801,-3.8122,-3.8520,-3.8649,-3.2231,-1.5466,-0.2277,1.1072,1.2667,2.2942,1.3450,0.7849,1.9019,2.0645,0.1700,-2.1172
-3.4570,-3.0307,-3.2648,-3.7824,-3.2396,-2.1821,-0.9096,-1.4342,-1.2098,0.0762,0.8754,-0.1531,0.1615,-0.7966,-0.6823,-0.0846,-0.7974,-0.0254,0.4262,-0.4669,0.0879,0.2259,0.3699,-0.8371,-1.4916,0.6967,1.0336,0.9891,0.8317,0.8133,0.7435,1.0540,0.9780,0.8188,0.7084,0.8284,0.8263,0.9116,0.9618,0.7569,0.9327,0.5038,1.1261,0.9036,0.9607,0.8915,0.9884,1.0983,1.8226,0.9479,1.1615,1.3297,1.2134,2.1423,1.0205,0.8075,0.4622,-0.0591,0.4260,0.3311,1.2204,0.2540,0.6163,0.6523,0.7107
